id,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,index,Name_CN
8723,LANC,Lancaster Colony Corporation,175.77,4831821681.12,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lanc,NASDAQ,1866,
8724,LNDC,Landec Corporation,11.74,342458711.52,,1996.0,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lndc,NASDAQ,1867,
8725,LARK,Landmark Bancorp Inc.,23.171,101278540.978,,,Finance,Major Banks,https://www.nasdaq.com/symbol/lark,NASDAQ,1868,
8726,LMRK,Landmark Infrastructure Partners LP,14.7,371411082,,2014.0,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrk,NASDAQ,1869,
8727,LMRKN,Landmark Infrastructure Partners LP,21.5424,0,,,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkn,NASDAQ,1870,
8728,LMRKO,Landmark Infrastructure Partners LP,23.4,0,,,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrko,NASDAQ,1871,
8729,LMRKP,Landmark Infrastructure Partners LP,23.316,0,,,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp,NASDAQ,1872,
8730,LE,"Lands&#39; End, Inc.",15.83,509910277.03,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/le,NASDAQ,1873,
8731,LSTR,"Landstar System, Inc.",99.33,4083901000.41,,1993.0,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr,NASDAQ,1874,
8732,LNTH,"Lantheus Holdings, Inc.",16.62,639287901.12,,2015.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth,NASDAQ,1875,
8733,LTRX,"Lantronix, Inc.",3.48,76552493.64,,2000.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx,NASDAQ,1876,
8734,LSCC,Lattice Semiconductor Corporation,7.22,935170810.46,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc,NASDAQ,1877,
8735,LAUR,"Laureate Education, Inc.",15.25,3416623465.75,,2017.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laur,NASDAQ,1878,
8736,LAWS,"Lawson Products, Inc.",28.9,257777711.6,,,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws,NASDAQ,1879,
8737,LAZY,"Lazydays Holdings, Inc.",6.5,55065452,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lazy,NASDAQ,1880,
8738,LCNB,LCNB Corporation,16.29,216744558.75,,,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb,NASDAQ,1881,
8739,LPTX,"LEAP THERAPEUTICS, INC.",2.56,37640087.04,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lptx,NASDAQ,1882,
8740,LEGH,Legacy Housing Corporation,12.45,298800000,,2018.0,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/legh,NASDAQ,1883,
8741,LGCY,Legacy Reserves Inc.,1.69,183267449.82,,2007.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcy,NASDAQ,1884,
8742,LTXB,"LegacyTexas Financial Group, Inc.",37.43,1815565019.73,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb,NASDAQ,1885,
8743,DDBI,Legg Mason Developed EX-US Diversified Core ETF,26.34,10536000,,,,,https://www.nasdaq.com/symbol/ddbi,NASDAQ,1886,
8744,EDBI,Legg Mason Emerging Markets Diversified Core ETF,28.0385,0,,,,,https://www.nasdaq.com/symbol/edbi,NASDAQ,1887,
8745,INFR,Legg Mason Global Infrastructure ETF,27.41,0,,,,,https://www.nasdaq.com/symbol/infr,NASDAQ,1888,
8746,LVHD,Legg Mason Low Volatility High Dividend ETF,29.58,600472521,,,,,https://www.nasdaq.com/symbol/lvhd,NASDAQ,1889,
8747,SQLV,Legg Mason Small-Cap Quality Value ETF,26.29,0,,,,,https://www.nasdaq.com/symbol/sqlv,NASDAQ,1890,
8748,UDBI,Legg Mason US Diversified Core ETF,27.92,2903680,,,,,https://www.nasdaq.com/symbol/udbi,NASDAQ,1891,
8749,LACQ,Leisure Acquisition Corp.,9.92,248000000,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/lacq,NASDAQ,1892,
8750,LACQU,Leisure Acquisition Corp.,10.18,0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu,NASDAQ,1893,
8751,LACQW,Leisure Acquisition Corp.,0.78,0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw,NASDAQ,1894,
8752,LMAT,"LeMaitre Vascular, Inc.",23.18,453912498.5,,2006.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat,NASDAQ,1895,
8753,TREE,"LendingTree, Inc.",276.07,3541358322.85,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree,NASDAQ,1896,
8754,LEVL,"Level One Bancorp, Inc.",24.6,190655313.6,,2018.0,Finance,Major Banks,https://www.nasdaq.com/symbol/levl,NASDAQ,1897,
8755,LXRX,"Lexicon Pharmaceuticals, Inc.",7.7,815625595.4,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx,NASDAQ,1898,
8756,LX,LexinFintech Holdings Ltd.,9.2,609973514.8,66301469.0,2017.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx,NASDAQ,1899,乐信
8757,LFAC,LF Capital Acquistion Corp.,9.8,190181250,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/lfac,NASDAQ,1900,
8758,LFACU,LF Capital Acquistion Corp.,10.1,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/lfacu,NASDAQ,1901,
8759,LFACW,LF Capital Acquistion Corp.,0.35,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/lfacw,NASDAQ,1902,
8760,LGIH,"LGI Homes, Inc.",56.13,1275110598.48,,2013.0,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/lgih,NASDAQ,1903,
8761,LHCG,LHC Group,105.25,3302110026.75,,2005.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/lhcg,NASDAQ,1904,
8762,LLIT,Lianluo Smart Limited,1.16,20423639.76,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit,NASDAQ,1905,
8763,LBRDA,Liberty Broadband Corporation,75.07,13614183447.81,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda,NASDAQ,1906,
8764,LBRDK,Liberty Broadband Corporation,75.37,13668589402.71,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk,NASDAQ,1907,
8765,LEXEA,"Liberty Expedia Holdings, Inc.",40.05,2295496268.1,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexea,NASDAQ,1908,
8766,LEXEB,"Liberty Expedia Holdings, Inc.",40.45,2318422572.9,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexeb,NASDAQ,1909,
8767,LBTYA,Liberty Global plc,22.27,16787560844.02,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya,NASDAQ,1910,
8768,LBTYB,Liberty Global plc,22.1703,16712405037.2778,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb,NASDAQ,1911,
8769,LBTYK,Liberty Global plc,21.62,16297578152.12,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk,NASDAQ,1912,
8770,LILA,Liberty Latin America Ltd.,16.27,2943302499.39,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lila,NASDAQ,1913,
8771,LILAK,Liberty Latin America Ltd.,16.27,2943302499.39,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lilak,NASDAQ,1914,
8772,BATRA,Liberty Media Corporation,25.49,0,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra,NASDAQ,1915,
8773,BATRK,Liberty Media Corporation,25.43,1296027336.72,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk,NASDAQ,1916,
8774,FWONA,Liberty Media Corporation,30.39,0,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona,NASDAQ,1917,
8775,FWONK,Liberty Media Corporation,31.26,7221233493,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk,NASDAQ,1918,
8776,LSXMA,Liberty Media Corporation,38.47,0,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma,NASDAQ,1919,
8777,LSXMB,Liberty Media Corporation,38.75,0,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb,NASDAQ,1920,
8778,LSXMK,Liberty Media Corporation,38.69,12675130576.83,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk,NASDAQ,1921,
8779,LTRPA,"Liberty TripAdvisor Holdings, Inc.",16.88,1267013728.4,,,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa,NASDAQ,1922,
8780,LTRPB,"Liberty TripAdvisor Holdings, Inc.",17.0979,1283369314.3845,,,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb,NASDAQ,1923,
8781,LCUT,"Lifetime Brands, Inc.",11.19,232328447.31,,1991.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lcut,NASDAQ,1924,
8782,LFVN,Lifevantage Corporation,13.91,196161295.98,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lfvn,NASDAQ,1925,
8783,LWAY,"Lifeway Foods, Inc.",2.6,41178007,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway,NASDAQ,1926,
8784,LGND,Ligand Pharmaceuticals Incorporated,110.05,2338972546.3,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lgnd,NASDAQ,1927,
8785,LTBR,Lightbridge Corporation,0.7331,22861157.5468,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr,NASDAQ,1928,
8786,LPTH,"LightPath Technologies, Inc.",1.84,47443434,,1996.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth,NASDAQ,1929,
8787,LLEX,"Lilis Energy, Inc.",1.78,128106270.7,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex,NASDAQ,1930,
8788,LMB,"Limbach Holdings, Inc.",4.78,36283918.84,,,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb,NASDAQ,1931,
8789,LLNW,"Limelight Networks, Inc.",2.77,313571933.28,,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw,NASDAQ,1932,
8790,LMST,"Limestone Bancorp, Inc.",14.0,104392260,,,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst,NASDAQ,1933,
8791,LMNR,Limoneira Co,21.0,371055594,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr,NASDAQ,1934,
8792,LINC,Lincoln Educational Services Corporation,2.71,66779256.32,,2005.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc,NASDAQ,1935,
8793,LECO,"Lincoln Electric Holdings, Inc.",80.86,5211073884.38,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco,NASDAQ,1936,
8794,LIND,Lindblad Expeditions Holdings Inc. ,12.57,575899892.25,,2013.0,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind,NASDAQ,1937,
8795,LINDW,Lindblad Expeditions Holdings Inc. ,2.74,0,,2013.0,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lindw,NASDAQ,1938,
8796,LPCN,Lipocine Inc.,1.59,34127807.7,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn,NASDAQ,1939,
8797,YVR,Liquid Media Group Ltd.,2.23,8913756,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/yvr,NASDAQ,1940,
8798,LQDA,"Liquidia Technologies, Inc.",16.37,253379541.82,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/lqda,NASDAQ,1941,
8799,LQDT,"Liquidity Services, Inc.",8.88,293734522.56,,2006.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt,NASDAQ,1942,
8800,LFUS,"Littelfuse, Inc.",184.49,4641170467.91,,,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus,NASDAQ,1943,
8801,LIVN,LivaNova PLC,90.11,4387012468.69,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/livn,NASDAQ,1944,
8802,LOB,"Live Oak Bancshares, Inc.",15.99,641951569.35,,2015.0,Finance,Major Banks,https://www.nasdaq.com/symbol/lob,NASDAQ,1945,
8803,LIVE,Live Ventures Incorporated,7.3651,14326938.6797,,,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live,NASDAQ,1946,
8804,LPSN,"LivePerson, Inc.",19.6,1242947386.8,,2000.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn,NASDAQ,1947,
8805,LIVX,"LiveXLive Media, Inc.",6.59,342623161.25,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/livx,NASDAQ,1948,
8806,LKQ,LKQ Corporation,26.82,8534195180.28,,,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq,NASDAQ,1949,
8807,LMFA,"LM Funding America, Inc.",1.42,3266000,,2015.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa,NASDAQ,1950,
8808,LMFAW,"LM Funding America, Inc.",0.0185,0,,2015.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw,NASDAQ,1951,
8809,LOGC,"LogicBio Therapeutics, Inc.",7.99,177187270.71,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc,NASDAQ,1952,
8810,LOGI,Logitech International S.A.,33.11,5485340487.55,,1997.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi,NASDAQ,1953,
8811,LOGM,"LogMein, Inc.",87.39,4474368000,,2009.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm,NASDAQ,1954,
8812,CNCR,Loncar Cancer Immunotherapy ETF,20.93,41860000,,,,,https://www.nasdaq.com/symbol/cncr,NASDAQ,1955,
8813,CHNA,Loncar China BioPharma ETF,20.35,2035000,,,,,https://www.nasdaq.com/symbol/chna,NASDAQ,1956,
8814,LONE,Lonestar Resources US Inc.,4.64,114316269.28,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone,NASDAQ,1957,
8815,LOAC,Longevity Acquisition Corporation,10.0,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/loac,NASDAQ,1958,
8816,LOACR,Longevity Acquisition Corporation,0.4,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/loacr,NASDAQ,1959,
8817,LOACU,Longevity Acquisition Corporation,10.13,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/loacu,NASDAQ,1960,
8818,LOACW,Longevity Acquisition Corporation,0.15,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/loacw,NASDAQ,1961,
8819,LOOP,"Loop Industries, Inc.",8.84,298842441.04,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/loop,NASDAQ,1962,
8820,LORL,"Loral Space and Communications, Inc.",37.8,1169257987.8,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl,NASDAQ,1963,
8821,LOXO,"Loxo Oncology, Inc.",233.26,7173825926.84,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/loxo,NASDAQ,1964,
8822,LPLA,LPL Financial Holdings Inc.,69.53,6029082370.21,,2010.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla,NASDAQ,1965,
8823,LRAD,LRAD Corporation,2.45,81308123.05,,,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad,NASDAQ,1966,
8824,LYTS,LSI Industries Inc.,3.71,96553699.76,,1985.0,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts,NASDAQ,1967,
8825,LULU,lululemon athletica inc.,142.24,18833144248.8,,2007.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu,NASDAQ,1968,
8826,LITE,Lumentum Holdings Inc.,45.69,3516034016.94,,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/lite,NASDAQ,1969,
8827,LMNX,Luminex Corporation,25.42,1133223777.94,,2000.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmnx,NASDAQ,1970,
8828,LUNA,Luna Innovations Incorporated,3.4,94983763.4,,2006.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/luna,NASDAQ,1971,
8829,LKCO,Luokung Technology Corp,7.1099,0,,,Technology,EDP Services,https://www.nasdaq.com/symbol/lkco,NASDAQ,1972,
8830,LBC,Luther Burbank Corporation,9.66,546207418.26,,2003.0,Finance,Major Banks,https://www.nasdaq.com/symbol/lbc,NASDAQ,1973,
8831,MBTF,M B T Financial Corp,10.39,239235204.75,,,Finance,Major Banks,https://www.nasdaq.com/symbol/mbtf,NASDAQ,1974,
8832,MCBC,Macatawa Bank Corporation,9.67,328918464.73,,,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc,NASDAQ,1975,
8833,MFNC,Mackinac Financial Corporation,14.09,150942577.05,,,Finance,Major Banks,https://www.nasdaq.com/symbol/mfnc,NASDAQ,1976,
8834,MTSI,"MACOM Technology Solutions Holdings, Inc.",16.3,1062635419.1,,2012.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi,NASDAQ,1977,
8835,MGNX,"MacroGenics, Inc.",12.83,542183996.4,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx,NASDAQ,1978,
8836,MDGL,"Madrigal Pharmaceuticals, Inc.",112.94,1738520318.46,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl,NASDAQ,1979,
8837,MAGS,Magal Security Systems Ltd.,5.08,117058297.76,,1993.0,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags,NASDAQ,1980,
8838,MGLN,"Magellan Health, Inc.",61.6,1494112558.4,,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mgln,NASDAQ,1981,
8839,MGTA,"Magenta Therapeutics, Inc.",6.92,229408649.88,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgta,NASDAQ,1982,
8840,MGIC,Magic Software Enterprises Ltd.,8.05,392497842.8,,1991.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic,NASDAQ,1983,
8841,MNGA,"MagneGas Applied Technology Solutions, Inc.",0.185,25478667.68,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mnga,NASDAQ,1984,
8842,MGYR,"Magyar Bancorp, Inc.",11.8396,68915304.3416,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr,NASDAQ,1985,
8843,MHLD,"Maiden Holdings, Ltd.",1.28,106166703.36,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhld,NASDAQ,1986,
8844,MMYT,MakeMyTrip Limited,25.35,2585234371.2,,2010.0,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mmyt,NASDAQ,1987,
8845,MBUU,"Malibu Boats, Inc.",38.79,807800431.14,,2014.0,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu,NASDAQ,1988,
8846,MLVF,"Malvern Bancorp, Inc.",20.75,161255637,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mlvf,NASDAQ,1989,
8847,MAMS,"MAM Software Group, Inc.",8.29,104246816.32,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams,NASDAQ,1990,
8848,TUSK,"Mammoth Energy Services, Inc.",22.76,1018639231.28,,2016.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/tusk,NASDAQ,1991,
8849,RPIBC,Managed Portfolio Series,100.03,25007500,,,,,https://www.nasdaq.com/symbol/rpibc,NASDAQ,1992,
8850,MANH,"Manhattan Associates, Inc.",46.93,3068211550.17,,1998.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh,NASDAQ,1993,
8851,LOAN,"Manhattan Bridge Capital, Inc",5.97,57691697.97,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/loan,NASDAQ,1994,
8852,MNTX,"Manitex International, Inc.",7.06,138532661.4,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx,NASDAQ,1995,
8853,MTEX,"Mannatech, Incorporated",19.45,46315195.8,,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex,NASDAQ,1996,
8854,MNKD,MannKind Corporation,1.33,212264772.09,,2004.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnkd,NASDAQ,1997,
8855,MANT,ManTech International Corporation,54.13,2150713945.92,,2002.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/mant,NASDAQ,1998,
8856,MARA,"Marathon Patent Group, Inc.",0.37,9442377.8,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/mara,NASDAQ,1999,
8857,MCHX,"Marchex, Inc.",3.46,145260366.9,,2004.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx,NASDAQ,2000,
8858,MRIN,Marin Software Incorporated,6.2,35910400,,,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin,NASDAQ,2001,
8859,MARPS,Marine Petroleum Trust,1.8,3600000,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps,NASDAQ,2002,
8860,MRNS,"Marinus Pharmaceuticals, Inc.",3.38,136974543.94,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns,NASDAQ,2003,
8861,MRKR,"Marker Therapeutics, Inc.",5.9,267687100.5,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrkr,NASDAQ,2004,
8862,MKTX,"MarketAxess Holdings, Inc.",216.25,8129399533.75,,2004.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx,NASDAQ,2005,
8863,MRLN,Marlin Business Services Corp.,23.22,287942117.76,,2003.0,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln,NASDAQ,2006,
8864,MAR,Marriott International,109.28,37278719184,,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar,NASDAQ,2007,
8865,MBII,"Marrone Bio Innovations, Inc.",1.38,152752934.16,,2013.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii,NASDAQ,2008,
8866,MRTN,"Marten Transport, Ltd.",17.75,966716901,,1986.0,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn,NASDAQ,2009,
8867,MMLP,Martin Midstream Partners L.P.,11.82,461408321.34,,2002.0,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp,NASDAQ,2010,
8868,MRVL,Marvell Technology Group Ltd.,16.64,10939136000,,2000.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl,NASDAQ,2011,
8869,MASI,Masimo Corporation,116.17,6156520459.62,,2007.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi,NASDAQ,2012,
8870,MCFT,"MasterCraft Boat Holdings, Inc.",21.16,396145247.2,,2015.0,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft,NASDAQ,2013,
8871,MTCH,"Match Group, Inc.",46.18,12842017529.58,,2015.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch,NASDAQ,2014,
8872,MTLS,Materialise NV,18.0,304921260,16940070.0,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls,NASDAQ,2015,
8873,MTRX,Matrix Service Company,19.55,529252810.25,,1990.0,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx,NASDAQ,2016,
8874,MAT,"Mattel, Inc.",12.5,4314384837.5,,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat,NASDAQ,2017,
8875,MATW,Matthews International Corporation,43.51,1395513372.94,,1994.0,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw,NASDAQ,2018,
8876,MXIM,"Maxim Integrated Products, Inc.",52.06,14423893272.5,,1988.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim,NASDAQ,2019,美信集成
8877,MXWL,"Maxwell Technologies, Inc.",2.86,131182960.48,,,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mxwl,NASDAQ,2020,
8878,MBFI,MB Financial Inc.,43.55,3668515427.2,,,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfi,NASDAQ,2021,
8879,MBFIO,MB Financial Inc.,24.15,0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfio,NASDAQ,2022,
8880,MGRC,McGrath RentCorp,50.62,1223786082.8,,1984.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc,NASDAQ,2023,
8881,MDCA,MDC Partners Inc.,2.91,145311126.45,,,Technology,Advertising,https://www.nasdaq.com/symbol/mdca,NASDAQ,2024,
8882,MDJH,MDJM LTD,3.84,0,,2019.0,Finance,Real Estate,https://www.nasdaq.com/symbol/mdjh,NASDAQ,2025,
8883,MDRR,"Medalist Diversified REIT, Inc.",9.26,22655349.32,,2018.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mdrr,NASDAQ,2026,
8884,MFIN,Medallion Financial Corp.,5.1,124644265.2,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin,NASDAQ,2027,
8885,MFINL,Medallion Financial Corp.,25.5212,0,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl,NASDAQ,2028,
8886,MTBC,"Medical Transcription Billing, Corp.",4.5,53233911,,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc,NASDAQ,2029,
8887,MTBCP,"Medical Transcription Billing, Corp.",26.42,24552079.58,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbcp,NASDAQ,2030,
8888,MNOV,"MediciNova, Inc.",9.82,411274424.92,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov,NASDAQ,2031,
8889,MDSO,"Medidata Solutions, Inc.",68.92,4217245951.84,,2009.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso,NASDAQ,2032,Medidata
8890,MDGS,Medigus Ltd.,2.7,5273032.5,1952975.0,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs,NASDAQ,2033,
8891,MDGSW,Medigus Ltd.,0.59,0,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgsw,NASDAQ,2034,
8892,MDWD,MediWound Ltd.,4.5,122304775.5,,2014.0,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd,NASDAQ,2035,
8893,MEDP,"Medpace Holdings, Inc.",60.32,2147697460.48,,2016.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp,NASDAQ,2036,
