cor,symbol,name,marketcapital,pettm
0.960627098479332,CWST,"Casella Waste Systems, Inc.",1292764200.0,32.8
0.9562486113916023,PCYO,Pure Cycle Corporation,234158500.0,196.8
0.9474062857663839,VG,Vonage Holdings Corp.,2235286200.0,
0.9344527750743211,WCN,"Waste Connections, Inc.",20824948700.0,28.53
0.9319536626490181,OTEL,Otelco Inc.,54485700.0,3.78
0.9290790996266116,WM,"Waste Management, Inc.",39786704600.0,17.71
0.9271869370615593,NEE,新纪元能源,83874613200.0,9.93
0.9228457155234947,VVC,埃文斯威市电力,5992610500.0,30.43
0.922540991135718,RSG,共和废品处理,24368757600.0,17.92
0.9162341664712639,RGCO,RGC Resources Inc.,239547900.0,31.51
0.9123239523679708,OTTR,奥特泰尔,1918590400.0,22.39
0.9023549896823609,GTT,"GTT Communications, Inc.",1392147000.0,
0.8991312232903478,AWR,美洲国家水务,2399451000.0,45.35
0.890194698529608,SJW,SJW Group  (DE),1658474300.0,25.62
0.8732133951629804,ALE,阿里特,3871239000.0,25.09
0.8688467954164801,EE,阿尔帕索电力,2070406500.0,19.57
0.8659965453998226,CWT,California Water Service Group,2248621000.0,38.34
0.865017590733976,CPK,切萨皮克气业,1422968000.0,21.99
0.8594884847289747,PEG,Public Service Enterprise Group Incorporated,26253057900.0,12.02
0.857418899264116,AUDC,奥科,363090100.0,74.12
0.8560432295608188,IDA,"IDACORP, Inc.",4745488900.0,19.87
0.8552304636272211,AVA,Avista Corporation,2712914400.0,23.07
0.8497801701000285,CTWS,"Connecticut Water Service, Inc.",792510300.0,41.11
0.8486066306749713,TGS,Transportadora de Gas del Sur SA TGS,1277691400.0,4.66
0.8444837883410068,AEE,阿曼瑞恩,16382475800.0,24.04
0.8434844018923955,TMUS,T-Mobile US,56808396800.0,11.71
0.8421702311204806,NJR,新泽西能源,4101670100.0,17.54
0.8408568886431371,OKE,欧尼克,25463275400.0,28.66
0.8402910020429784,ECOL,"US Ecology, Inc.",1409444800.0,21.11
0.8291977501370091,EXC,爱克斯龙,44501788500.0,11.89
0.8210253399718395,ATO,Atmos Energy Corporation,11103252500.0,17.49
0.8110489381331475,OGS,"ONE Gas, Inc.",4285624600.0,24.72
0.8083263282051939,UTL,UNITIL Corporation,739929500.0,21.82
0.806876180036248,DTE,DTE能源,20553889200.0,16.79
0.8009017230557246,CNP,"CenterPoint Energy, Inc (Holding Co)",14755074400.0,8.29
0.7997412059896915,ARTNA,Artesian Resources Corporation - Class A Non-Voting,290258700.0,21.42
0.7979853005530684,AQN,Algonquin Power & Utilities Corp.,5111987300.0,29.39
0.7973842762427757,UGI,UGI Corporation,9601546300.0,13.6
0.788305270769212,AWK,美国水业,16716224400.0,36.73
0.7781399759533493,LNT,美国联合能源,10039526600.0,18.99
0.7775185407018054,PNM,"PNM Resources, Inc. (Holding Co.)",3309608100.0,45.16
0.7750217142372566,WTR,美国水务,6019652640.0,28.4
0.7729243092912064,NRG,"NRG Energy, Inc.",11695777200.0,
0.7666690071022755,CMS,CMS能源,14415902400.0,26.36
0.766123736265286,XEL,埃克西尔能源,26055844300.0,20.95
0.7625072722724587,NTGR,"NETGEAR, Inc.",1190794200.0,
0.7583770637179924,ORA,奥玛特科技,2811818100.0,16.92
0.7429980113484423,EDN,恩普雷萨电力,607376000.0,14.09
0.7423334023143244,MSEX,米德尔赛克斯水务公司,910596500.0,29.85
0.7365306607305605,SR,Spire Inc.,3890718500.0,17.72
0.7301351699598444,NEP,"NextEra Energy Partners, LP Common Units representing limited partner interests",2330563675.15,36.73
0.7270394258426515,WEC,"WEC Energy Group, Inc.",22358176000.0,17.45
0.7217362692050893,ZAYO,"Zayo Group Holdings, Inc.",6063115900.0,62.51
0.7215758173841991,HE,夏威夷电力,3964293300.0,21.42
0.7146750818782476,TU,"泰勒斯
",20719410000.0,17.83
0.7111398250924164,SHEN,Shenandoah电信,2343629200.0,25.7
0.7097904859454167,AEP,美国电力,37476270900.0,19.14
0.7013680325295047,ES,能源方案,21320077200.0,20.57
0.689352440791723,CDZI,加的斯,247533000.0,
0.6810673389551989,NWN,西北天然气,1748823200.0,
0.6794359433274928,NI,NiSource Inc,9912824000.0,
0.6751831509600847,OGE,OGE Energy Corp,8045217600.0,12.1
0.6704661748406363,CHT,中华电信,26794220400.0,203.18
0.6616863044074093,PAM,Pampa Energia S.A. Pampa Energia S.A.,2944924400.0,3535.0
0.6561762292889097,CIEN,Ciena科技,5952568500.0,
